# name, smd?, value, package, component, x, y, angle
J4, PTH, , RJ25-PANEL, -rj25-panel, 0.00, 0.00, 180.00
U$1, PTH, DOC-OSHW-LOGO-M, OSHW-LOGO-M, doc-oshw-logo-m-oshw-logo-m, 0.00, 0.00, 0.00
X1, PTH, , KK-156-6, -kk-156-6, 0.00, 0.00, 0.00
